X,feature_types,gene_id,is_gene_coding
SH2D4B,GEX,ENSG00000178217,1
GHITM,GEX,ENSG00000165678,1
CCSER2,GEX,ENSG00000107771,1
WAPL,GEX,ENSG00000062650,1
BMPR1A,GEX,ENSG00000107779,1
GLUD1,GEX,ENSG00000148672,1
SHLD2,GEX,ENSG00000122376,1
NUTM2A-AS1,GEX,ENSG00000223482,0
LINC00863,GEX,ENSG00000224914,0
MINPP1,GEX,ENSG00000107789,1
PAPSS2,GEX,ENSG00000198682,1
ATAD1,GEX,ENSG00000138138,1
PTEN,GEX,ENSG00000171862,1
RNLS,GEX,ENSG00000184719,1
LIPN,GEX,ENSG00000204020,1
STAMBPL1,GEX,ENSG00000138134,1
ACTA2,GEX,ENSG00000107796,1
FAS,GEX,ENSG00000026103,1
LIPA,GEX,ENSG00000107798,1
IFIT2,GEX,ENSG00000119922,1
IFIT3,GEX,ENSG00000119917,1
IFIT5,GEX,ENSG00000152778,1
PANK1,GEX,ENSG00000152782,1
KIF20B,GEX,ENSG00000138182,1
LINC01374,GEX,ENSG00000280560,0
HTR7,GEX,ENSG00000148680,1
RPP30,GEX,ENSG00000148688,1
PCGF5,GEX,ENSG00000180628,1
HECTD2,GEX,ENSG00000165338,1
TNKS2,GEX,ENSG00000107854,1
BTAF1,GEX,ENSG00000095564,1
CPEB3,GEX,ENSG00000107864,1
MARCH5,GEX,ENSG00000198060,1
IDE,GEX,ENSG00000119912,1
KIF11,GEX,ENSG00000138160,1
HHEX,GEX,ENSG00000152804,1
EXOC6,GEX,ENSG00000138190,1
MYOF,GEX,ENSG00000138119,1
CEP55,GEX,ENSG00000138180,1
FRA10AC1,GEX,ENSG00000148690,1
SLC35G1,GEX,ENSG00000176273,1
PLCE1,GEX,ENSG00000138193,1
NOC3L,GEX,ENSG00000173145,1
TBC1D12,GEX,ENSG00000108239,1
HELLS,GEX,ENSG00000119969,1
PDLIM1,GEX,ENSG00000107438,1
SORBS1,GEX,ENSG00000095637,1
ALDH18A1,GEX,ENSG00000059573,1
TCTN3,GEX,ENSG00000119977,1
ENTPD1,GEX,ENSG00000138185,1
ENTPD1-AS1,GEX,ENSG00000226688,0
CC2D2B,GEX,ENSG00000188649,1
CCNJ,GEX,ENSG00000107443,1
ZNF518A,GEX,ENSG00000177853,1
BLNK,GEX,ENSG00000095585,1
TM9SF3,GEX,ENSG00000077147,1
PIK3AP1,GEX,ENSG00000155629,1
LCOR,GEX,ENSG00000196233,1
ARHGAP19,GEX,ENSG00000213390,1
FRAT1,GEX,ENSG00000165879,1
FRAT2,GEX,ENSG00000181274,1
RRP12,GEX,ENSG00000052749,1
PGAM1,GEX,ENSG00000171314,1
EXOSC1,GEX,ENSG00000171311,1
ZDHHC16,GEX,ENSG00000171307,1
MMS19,GEX,ENSG00000155229,1
UBTD1,GEX,ENSG00000165886,1
PI4K2A,GEX,ENSG00000155252,1
AVPI1,GEX,ENSG00000119986,1
ZFYVE27,GEX,ENSG00000155256,1
GOLGA7B,GEX,ENSG00000155265,1
R3HCC1L,GEX,ENSG00000166024,1
PYROXD2,GEX,ENSG00000119943,1
HPS1,GEX,ENSG00000107521,1
GOT1,GEX,ENSG00000120053,1
SLC25A28,GEX,ENSG00000155287,1
ENTPD7,GEX,ENSG00000198018,1
CUTC,GEX,ENSG00000119929,1
COX15,GEX,ENSG00000014919,1
ABCC2,GEX,ENSG00000023839,1
DNMBP,GEX,ENSG00000107554,1
ERLIN1,GEX,ENSG00000107566,1
CHUK,GEX,ENSG00000213341,1
CWF19L1,GEX,ENSG00000095485,1
BLOC1S2,GEX,ENSG00000196072,1
SCD,GEX,ENSG00000099194,1
OLMALINC,GEX,ENSG00000235823,0
SEC31B,GEX,ENSG00000075826,1
NDUFB8,GEX,ENSG00000166136,1
HIF1AN,GEX,ENSG00000166135,1
SLF2,GEX,ENSG00000119906,1
MRPL43,GEX,ENSG00000055950,1
TWNK,GEX,ENSG00000107815,1
LZTS2,GEX,ENSG00000107816,1
SFXN3,GEX,ENSG00000107819,1
BTRC,GEX,ENSG00000166167,1
DPCD,GEX,ENSG00000166171,1
POLL,GEX,ENSG00000166169,1
FBXW4,GEX,ENSG00000107829,1
OGA,GEX,ENSG00000198408,1
KCNIP2,GEX,ENSG00000120049,1
ARMH3,GEX,ENSG00000120029,1
LDB1,GEX,ENSG00000198728,1
PPRC1,GEX,ENSG00000148840,1
NOLC1,GEX,ENSG00000166197,1
GBF1,GEX,ENSG00000107862,1
NFKB2,GEX,ENSG00000077150,1
FBXL15,GEX,ENSG00000107872,1
CUEDC2,GEX,ENSG00000107874,1
RPARP-AS1,GEX,ENSG00000269609,0
MFSD13A,GEX,ENSG00000138111,1
ACTR1A,GEX,ENSG00000138107,1
SUFU,GEX,ENSG00000107882,1
TRIM8,GEX,ENSG00000171206,1
AL391121.1,GEX,ENSG00000272933,0
ARL3,GEX,ENSG00000138175,1
SFXN2,GEX,ENSG00000156398,1
WBP1L,GEX,ENSG00000166272,1
BORCS7,GEX,ENSG00000166275,1
AS3MT,GEX,ENSG00000214435,1
CNNM2,GEX,ENSG00000148842,1
NT5C2,GEX,ENSG00000076685,1
PCGF6,GEX,ENSG00000156374,1
TAF5,GEX,ENSG00000148835,1
ATP5MD,GEX,ENSG00000173915,1
PDCD11,GEX,ENSG00000148843,1
NEURL1,GEX,ENSG00000107954,1
SH3PXD2A,GEX,ENSG00000107957,1
STN1,GEX,ENSG00000107960,1
SLK,GEX,ENSG00000065613,1
SFR1,GEX,ENSG00000156384,1
GSTO1,GEX,ENSG00000148834,1
GSTO2,GEX,ENSG00000065621,1
ITPRIP,GEX,ENSG00000148841,1
SORCS3,GEX,ENSG00000156395,1
XPNPEP1,GEX,ENSG00000108039,1
ADD3-AS1,GEX,ENSG00000203876,0
ADD3,GEX,ENSG00000148700,1
MXI1,GEX,ENSG00000119950,1
SMNDC1,GEX,ENSG00000119953,1
AL355512.1,GEX,ENSG00000273143,0
DUSP5,GEX,ENSG00000138166,1
SMC3,GEX,ENSG00000108055,1
RBM20,GEX,ENSG00000203867,1
PDCD4,GEX,ENSG00000150593,1
BBIP1,GEX,ENSG00000214413,1
SHOC2,GEX,ENSG00000108061,1
GPAM,GEX,ENSG00000119927,1
ACSL5,GEX,ENSG00000197142,1
AL157786.1,GEX,ENSG00000232934,0
ZDHHC6,GEX,ENSG00000023041,1
VTI1A,GEX,ENSG00000151532,1
TCF7L2,GEX,ENSG00000148737,1
CASP7,GEX,ENSG00000165806,1
DCLRE1A,GEX,ENSG00000198924,1
NHLRC2,GEX,ENSG00000196865,1
CCDC186,GEX,ENSG00000165813,1
ABLIM1,GEX,ENSG00000099204,1
FAM160B1,GEX,ENSG00000151553,1
TRUB1,GEX,ENSG00000165832,1
ATRNL1,GEX,ENSG00000107518,1
SHTN1,GEX,ENSG00000187164,1
SLC18A2,GEX,ENSG00000165646,1
PDZD8,GEX,ENSG00000165650,1
RAB11FIP2,GEX,ENSG00000107560,1
FAM204A,GEX,ENSG00000165669,1
CACUL1,GEX,ENSG00000151893,1
EIF3A,GEX,ENSG00000107581,1
DENND10,GEX,ENSG00000119979,1
SFXN4,GEX,ENSG00000183605,1
PRDX3,GEX,ENSG00000165672,1
GRK5,GEX,ENSG00000198873,1
RGS10,GEX,ENSG00000148908,1
TIAL1,GEX,ENSG00000151923,1
BAG3,GEX,ENSG00000151929,1
INPP5F,GEX,ENSG00000198825,1
MCMBP,GEX,ENSG00000197771,1
SEC23IP,GEX,ENSG00000107651,1
WDR11-AS1,GEX,ENSG00000227165,0
WDR11,GEX,ENSG00000120008,1
ATE1,GEX,ENSG00000107669,1
NSMCE4A,GEX,ENSG00000107672,1
PLEKHA1,GEX,ENSG00000107679,1
FAM24B,GEX,ENSG00000213185,1
C10orf88,GEX,ENSG00000119965,1
PSTK,GEX,ENSG00000179988,1
IKZF5,GEX,ENSG00000095574,1
ACADSB,GEX,ENSG00000196177,1
BUB3,GEX,ENSG00000154473,1
LINC02641,GEX,ENSG00000230131,0
CHST15,GEX,ENSG00000182022,1
OAT,GEX,ENSG00000065154,1
LHPP,GEX,ENSG00000107902,1
FAM53B,GEX,ENSG00000189319,1
EEF1AKMT2,GEX,ENSG00000203791,1
ABRAXAS2,GEX,ENSG00000165660,1
AL731577.2,GEX,ENSG00000249456,0
ZRANB1,GEX,ENSG00000019995,1
CTBP2,GEX,ENSG00000175029,1
EDRF1,GEX,ENSG00000107938,1
UROS,GEX,ENSG00000188690,1
BCCIP,GEX,ENSG00000107949,1
DHX32,GEX,ENSG00000089876,1
FANK1,GEX,ENSG00000203780,1
ADAM12,GEX,ENSG00000148848,1
DOCK1,GEX,ENSG00000150760,1
PTPRE,GEX,ENSG00000132334,1
MKI67,GEX,ENSG00000148773,1
LINC01163,GEX,ENSG00000280953,0
MGMT,GEX,ENSG00000170430,1
LINC02666,GEX,ENSG00000283141,0
C10orf143,GEX,ENSG00000237489,1
GLRX3,GEX,ENSG00000108010,1
LINC02646,GEX,ENSG00000236303,0
PPP2R2D,GEX,ENSG00000175470,1
BNIP3,GEX,ENSG00000176171,1
STK32C,GEX,ENSG00000165752,1
LRRC27,GEX,ENSG00000148814,1
PWWP2B,GEX,ENSG00000171813,1
INPP5A,GEX,ENSG00000068383,1
VENTX,GEX,ENSG00000151650,1
ADAM8,GEX,ENSG00000151651,1
TUBGCP2,GEX,ENSG00000130640,1
ZNF511,GEX,ENSG00000198546,1
ECHS1,GEX,ENSG00000127884,1
PAOX,GEX,ENSG00000148832,1
MTG1,GEX,ENSG00000148824,1
SCART1,GEX,ENSG00000214279,1
CYP2E1,GEX,ENSG00000130649,1
AL731769.2,GEX,ENSG00000288107,0
LINC01001,GEX,ENSG00000230724,0
BET1L,GEX,ENSG00000177951,1
RIC8A,GEX,ENSG00000177963,1
SIRT3,GEX,ENSG00000142082,1
PSMD13,GEX,ENSG00000185627,1
AC136475.3,GEX,ENSG00000255026,0
PGGHG,GEX,ENSG00000142102,1
IFITM2,GEX,ENSG00000185201,1
AC136475.1,GEX,ENSG00000251661,0
SIGIRR,GEX,ENSG00000185187,1
ANO9,GEX,ENSG00000185101,1
PTDSS2,GEX,ENSG00000174915,1
RNH1,GEX,ENSG00000023191,1
AC137894.3,GEX,ENSG00000288033,0
HRAS,GEX,ENSG00000174775,1
RASSF7,GEX,ENSG00000099849,1
PHRF1,GEX,ENSG00000070047,1
IRF7,GEX,ENSG00000185507,1
DEAF1,GEX,ENSG00000177030,1
AC131934.1,GEX,ENSG00000255158,0
EPS8L2,GEX,ENSG00000177106,1
TMEM80,GEX,ENSG00000177042,1
TALDO1,GEX,ENSG00000177156,1
GATD1,GEX,ENSG00000177225,1
AP006621.3,GEX,ENSG00000255284,0
SLC25A22,GEX,ENSG00000177542,1
PIDD1,GEX,ENSG00000177595,1
RPLP2,GEX,ENSG00000177600,1
PNPLA2,GEX,ENSG00000177666,1
CD151,GEX,ENSG00000177697,1
POLR2L,GEX,ENSG00000177700,1
TSPAN4,GEX,ENSG00000214063,1
CHID1,GEX,ENSG00000177830,1
AP2A2,GEX,ENSG00000183020,1
TOLLIP,GEX,ENSG00000078902,1
MOB2,GEX,ENSG00000182208,1
CTSD,GEX,ENSG00000117984,1
LSP1,GEX,ENSG00000130592,1
MRPL23,GEX,ENSG00000214026,1
C11orf21,GEX,ENSG00000110665,1
TSPAN32,GEX,ENSG00000064201,1
CD81,GEX,ENSG00000110651,1
TSSC4,GEX,ENSG00000184281,1
KCNQ1,GEX,ENSG00000053918,1
KCNQ1OT1,GEX,ENSG00000269821,0
CDKN1C,GEX,ENSG00000129757,1
SLC22A18,GEX,ENSG00000110628,1
NAP1L4,GEX,ENSG00000205531,1
CARS,GEX,ENSG00000110619,1
OSBPL5,GEX,ENSG00000021762,1
ZNF195,GEX,ENSG00000005801,1
AC127526.1,GEX,ENSG00000254757,0
AC127526.2,GEX,ENSG00000255367,0
NUP98,GEX,ENSG00000110713,1
PGAP2,GEX,ENSG00000148985,1
RHOG,GEX,ENSG00000177105,1
STIM1,GEX,ENSG00000167323,1
RRM1,GEX,ENSG00000167325,1
TRIM21,GEX,ENSG00000132109,1
HBB,GEX,ENSG00000244734,1
HBD,GEX,ENSG00000223609,1
AC104389.5,GEX,ENSG00000239920,1
TRIM34,GEX,ENSG00000258659,1
TRIM5,GEX,ENSG00000132256,1
TRIM22,GEX,ENSG00000132274,1
FAM160A2,GEX,ENSG00000051009,1
SMPD1,GEX,ENSG00000166311,1
APBB1,GEX,ENSG00000166313,1
TRIM3,GEX,ENSG00000110171,1
ARFIP2,GEX,ENSG00000132254,1
TIMM10B,GEX,ENSG00000132286,1
DNHD1,GEX,ENSG00000179532,1
RRP8,GEX,ENSG00000132275,1
ILK,GEX,ENSG00000166333,1
TAF10,GEX,ENSG00000166337,1
TPP1,GEX,ENSG00000166340,1
MRPL17,GEX,ENSG00000158042,1
AC107884.1,GEX,ENSG00000251364,0
PPFIBP2,GEX,ENSG00000166387,1
EIF3F,GEX,ENSG00000175390,1
RIC3,GEX,ENSG00000166405,1
STK33,GEX,ENSG00000130413,1
TRIM66,GEX,ENSG00000166436,1
RPL27A,GEX,ENSG00000166441,1
ST5,GEX,ENSG00000166444,1
TMEM9B,GEX,ENSG00000175348,1
TMEM9B-AS1,GEX,ENSG00000254860,0
NRIP3,GEX,ENSG00000175352,1
DENND5A,GEX,ENSG00000184014,1
TMEM41B,GEX,ENSG00000166471,1
IPO7,GEX,ENSG00000205339,1
ZNF143,GEX,ENSG00000166478,1
WEE1,GEX,ENSG00000166483,1
SWAP70,GEX,ENSG00000133789,1
SBF2-AS1,GEX,ENSG00000246273,0
SBF2,GEX,ENSG00000133812,1
AC011092.2,GEX,ENSG00000255476,0
AMPD3,GEX,ENSG00000133805,1
MTRNR2L8,GEX,ENSG00000255823,1
RNF141,GEX,ENSG00000110315,1
CTR9,GEX,ENSG00000198730,1
EIF4G2,GEX,ENSG00000110321,1
ZBED5,GEX,ENSG00000236287,1
USP47,GEX,ENSG00000170242,1
DKK3,GEX,ENSG00000050165,1
MICAL2,GEX,ENSG00000133816,1
ARNTL,GEX,ENSG00000133794,1
BTBD10,GEX,ENSG00000148925,1
FAR1,GEX,ENSG00000197601,1
SPON1,GEX,ENSG00000262655,1
SPON1-AS1,GEX,ENSG00000254418,0
RRAS2,GEX,ENSG00000133818,1
COPB1,GEX,ENSG00000129083,1
PSMA1,GEX,ENSG00000129084,1
PDE3B,GEX,ENSG00000152270,1
CYP2R1,GEX,ENSG00000186104,1
CALCB,GEX,ENSG00000175868,1
SOX6,GEX,ENSG00000110693,1
C11orf58,GEX,ENSG00000110696,1
PLEKHA7,GEX,ENSG00000166689,1
RPS13,GEX,ENSG00000110700,1
PIK3C2A,GEX,ENSG00000011405,1
NUCB2,GEX,ENSG00000070081,1
NCR3LG1,GEX,ENSG00000188211,1
KCNC1,GEX,ENSG00000129159,1
SERGEF,GEX,ENSG00000129158,1
TPH1,GEX,ENSG00000129167,1
SAAL1,GEX,ENSG00000166788,1
HPS5,GEX,ENSG00000110756,1
GTF2H1,GEX,ENSG00000110768,1
LDHA,GEX,ENSG00000134333,1
TSG101,GEX,ENSG00000074319,1
UEVLD,GEX,ENSG00000151116,1
SPTY2D1,GEX,ENSG00000179119,1
ZDHHC13,GEX,ENSG00000177054,1
E2F8,GEX,ENSG00000129173,1
NAV2,GEX,ENSG00000166833,1
HTATIP2,GEX,ENSG00000109854,1
PRMT3,GEX,ENSG00000185238,1
ANO5,GEX,ENSG00000171714,1
FANCF,GEX,ENSG00000183161,1
GAS2,GEX,ENSG00000148935,1
SVIP,GEX,ENSG00000198168,1
AC006299.1,GEX,ENSG00000246225,0
LINC02718,GEX,ENSG00000255418,0
CCDC34,GEX,ENSG00000109881,1
LGR4,GEX,ENSG00000205213,1
LIN7C,GEX,ENSG00000148943,1
BDNF-AS,GEX,ENSG00000245573,0
KIF18A,GEX,ENSG00000121621,1
METTL15,GEX,ENSG00000169519,1
ARL14EP,GEX,ENSG00000152219,1
MPPED2,GEX,ENSG00000066382,1
DNAJC24,GEX,ENSG00000170946,1
IMMP1L,GEX,ENSG00000148950,1
ELP4,GEX,ENSG00000109911,1
AC131571.1,GEX,ENSG00000228061,0
RCN1,GEX,ENSG00000049449,1
EIF3M,GEX,ENSG00000149100,1
CCDC73,GEX,ENSG00000186714,1
QSER1,GEX,ENSG00000060749,1
TCP11L1,GEX,ENSG00000176148,1
LINC00294,GEX,ENSG00000280798,0
CSTF3,GEX,ENSG00000176102,1
CSTF3-DT,GEX,ENSG00000247151,0
HIPK3,GEX,ENSG00000110422,1
CD59,GEX,ENSG00000085063,1
FBXO3,GEX,ENSG00000110429,1
LMO2,GEX,ENSG00000135363,1
CAPRIN1,GEX,ENSG00000135387,1
NAT10,GEX,ENSG00000135372,1
ABTB2,GEX,ENSG00000166016,1
CAT,GEX,ENSG00000121691,1
APIP,GEX,ENSG00000149089,1
PDHX,GEX,ENSG00000110435,1
CD44,GEX,ENSG00000026508,1
CD44-AS1,GEX,ENSG00000255443,0
AL133330.1,GEX,ENSG00000251194,0
TRIM44,GEX,ENSG00000166326,1
LDLRAD3,GEX,ENSG00000179241,1
COMMD9,GEX,ENSG00000110442,1
PRR5L,GEX,ENSG00000135362,1
TRAF6,GEX,ENSG00000175104,1
C11orf74,GEX,ENSG00000166352,1
API5,GEX,ENSG00000166181,1
TTC17,GEX,ENSG00000052841,1
HSD17B12,GEX,ENSG00000149084,1
ALKBH3,GEX,ENSG00000166199,1
ACCS,GEX,ENSG00000110455,1
EXT2,GEX,ENSG00000151348,1
CD82,GEX,ENSG00000085117,1
TSPAN18,GEX,ENSG00000157570,1
TP53I11,GEX,ENSG00000175274,1
PRDM11,GEX,ENSG00000019485,1
SLC35C1,GEX,ENSG00000181830,1
CRY2,GEX,ENSG00000121671,1
PEX16,GEX,ENSG00000121680,1
PHF21A,GEX,ENSG00000135365,1
DGKZ,GEX,ENSG00000149091,1
MDK,GEX,ENSG00000110492,1
AMBRA1,GEX,ENSG00000110497,1
AC127035.1,GEX,ENSG00000285658,0
HARBI1,GEX,ENSG00000180423,1
ATG13,GEX,ENSG00000175224,1
ARHGAP1,GEX,ENSG00000175220,1
ZNF408,GEX,ENSG00000175213,1
CKAP5,GEX,ENSG00000175216,1
C11orf49,GEX,ENSG00000149179,1
ARFGAP2,GEX,ENSG00000149182,1
DDB2,GEX,ENSG00000134574,1
ACP2,GEX,ENSG00000134575,1
NR1H3,GEX,ENSG00000025434,1
MADD,GEX,ENSG00000110514,1
SPI1,GEX,ENSG00000066336,1
AC090559.1,GEX,ENSG00000255197,0
SLC39A13,GEX,ENSG00000165915,1
PSMC3,GEX,ENSG00000165916,1
RAPSN,GEX,ENSG00000165917,1
CELF1,GEX,ENSG00000149187,1
NDUFS3,GEX,ENSG00000213619,1
PTPMT1,GEX,ENSG00000110536,1
C1QTNF4,GEX,ENSG00000172247,1
MTCH2,GEX,ENSG00000109919,1
AGBL2,GEX,ENSG00000165923,1
FNBP4,GEX,ENSG00000109920,1
NUP160,GEX,ENSG00000030066,1
PTPRJ,GEX,ENSG00000149177,1
TNKS1BP1,GEX,ENSG00000149115,1
SSRP1,GEX,ENSG00000149136,1
PRG2,GEX,ENSG00000186652,1
SLC43A3,GEX,ENSG00000134802,1
SLC43A1,GEX,ENSG00000149150,1
UBE2L6,GEX,ENSG00000156587,1
CLP1,GEX,ENSG00000172409,1
ZDHHC5,GEX,ENSG00000156599,1
MED19,GEX,ENSG00000156603,1
TMX2,GEX,ENSG00000213593,1
SELENOH,GEX,ENSG00000211450,1
CTNND1,GEX,ENSG00000198561,1
LPXN,GEX,ENSG00000110031,1
ZFP91,GEX,ENSG00000186660,1
AP001636.3,GEX,ENSG00000255240,0
FAM111B,GEX,ENSG00000189057,1
FAM111A-DT,GEX,ENSG00000245571,0
FAM111A,GEX,ENSG00000166801,1
DTX4,GEX,ENSG00000110042,1
MPEG1,GEX,ENSG00000197629,1
AP000442.1,GEX,ENSG00000255139,0
OSBP,GEX,ENSG00000110048,1
PATL1,GEX,ENSG00000166889,1
STX3,GEX,ENSG00000166900,1
MRPL16,GEX,ENSG00000166902,1
MS4A6A,GEX,ENSG00000110077,1
MS4A4A,GEX,ENSG00000110079,1
MS4A4E,GEX,ENSG00000214787,1
MS4A7,GEX,ENSG00000166927,1
MS4A1,GEX,ENSG00000156738,1
PRPF19,GEX,ENSG00000110107,1
TMEM109,GEX,ENSG00000110108,1
SLC15A3,GEX,ENSG00000110446,1
CD6,GEX,ENSG00000013725,1
CD5,GEX,ENSG00000110448,1
VPS37C,GEX,ENSG00000167987,1
VWCE,GEX,ENSG00000167992,1
DDB1,GEX,ENSG00000167986,1
TKFC,GEX,ENSG00000149476,1
CYB561A3,GEX,ENSG00000162144,1
TMEM138,GEX,ENSG00000149483,1
CPSF7,GEX,ENSG00000149532,1
SDHAF2,GEX,ENSG00000167985,1
TMEM258,GEX,ENSG00000134825,1
FEN1,GEX,ENSG00000168496,1
FADS2,GEX,ENSG00000134824,1
FADS1,GEX,ENSG00000149485,1
FADS3,GEX,ENSG00000221968,1
BEST1,GEX,ENSG00000167995,1
FTH1,GEX,ENSG00000167996,1
INCENP,GEX,ENSG00000149503,1
ASRGL1,GEX,ENSG00000162174,1
AHNAK,GEX,ENSG00000124942,1
AP001363.1,GEX,ENSG00000250659,0
EEF1G,GEX,ENSG00000254772,1
TUT1,GEX,ENSG00000149016,1
MTA2,GEX,ENSG00000149480,1
EML3,GEX,ENSG00000149499,1
B3GAT3,GEX,ENSG00000149541,1
GANAB,GEX,ENSG00000089597,1
INTS5,GEX,ENSG00000185085,1
CSKMT,GEX,ENSG00000214756,1
UQCC3,GEX,ENSG00000204922,1
UBXN1,GEX,ENSG00000162191,1
BSCL2,GEX,ENSG00000168000,1
HNRNPUL2,GEX,ENSG00000214753,1
TTC9C,GEX,ENSG00000162222,1
ZBTB3,GEX,ENSG00000185670,1
POLR2G,GEX,ENSG00000168002,1
TAF6L,GEX,ENSG00000162227,1
TMEM223,GEX,ENSG00000168569,1
TMEM179B,GEX,ENSG00000185475,1
NXF1,GEX,ENSG00000162231,1
STX5,GEX,ENSG00000162236,1
WDR74,GEX,ENSG00000133316,1
SNHG1,GEX,ENSG00000255717,0
SLC3A2,GEX,ENSG00000168003,1
PLAAT4,GEX,ENSG00000133321,1
PLAAT3,GEX,ENSG00000176485,1
ATL3,GEX,ENSG00000184743,1
RTN3,GEX,ENSG00000133318,1
SPINDOC,GEX,ENSG00000168005,1
MARK2,GEX,ENSG00000072518,1
NAA40,GEX,ENSG00000110583,1
COX8A,GEX,ENSG00000176340,1
OTUB1,GEX,ENSG00000167770,1
MACROD1,GEX,ENSG00000133315,1
STIP1,GEX,ENSG00000168439,1
FERMT3,GEX,ENSG00000149781,1
TRPT1,GEX,ENSG00000149743,1
NUDT22,GEX,ENSG00000149761,1
AP001453.1,GEX,ENSG00000256116,0
DNAJC4,GEX,ENSG00000110011,1
VEGFB,GEX,ENSG00000173511,1
PPP1R14B,GEX,ENSG00000173457,1
PLCB3,GEX,ENSG00000149782,1
BAD,GEX,ENSG00000002330,1
GPR137,GEX,ENSG00000173264,1
ESRRA,GEX,ENSG00000173153,1
TRMT112,GEX,ENSG00000173113,1
PRDX5,GEX,ENSG00000126432,1
CCDC88B,GEX,ENSG00000168071,1
RPS6KA4,GEX,ENSG00000162302,1
RASGRP2,GEX,ENSG00000068831,1
PYGM,GEX,ENSG00000068976,1
SF1,GEX,ENSG00000168066,1
MAP4K2,GEX,ENSG00000168067,1
MEN1,GEX,ENSG00000133895,1
CDC42BPG,GEX,ENSG00000171219,1
EHD1,GEX,ENSG00000110047,1
ATG2A,GEX,ENSG00000110046,1
PPP2R5B,GEX,ENSG00000068971,1
ARL2,GEX,ENSG00000213465,1
SNX15,GEX,ENSG00000110025,1
SAC3D1,GEX,ENSG00000168061,1
CDCA5,GEX,ENSG00000146670,1
ZFPL1,GEX,ENSG00000162300,1
VPS51,GEX,ENSG00000149823,1
TM7SF2,GEX,ENSG00000149809,1
FAU,GEX,ENSG00000149806,1
SYVN1,GEX,ENSG00000162298,1
MRPL49,GEX,ENSG00000149792,1
CAPN1,GEX,ENSG00000014216,1
POLA2,GEX,ENSG00000014138,1
AP000944.7,GEX,ENSG00000287917,0
DPF2,GEX,ENSG00000133884,1
SLC25A45,GEX,ENSG00000162241,1
FRMD8,GEX,ENSG00000126391,1
NEAT1,GEX,ENSG00000245532,0
MALAT1,GEX,ENSG00000251562,0
SCYL1,GEX,ENSG00000142186,1
LTBP3,GEX,ENSG00000168056,1
ZNRD2,GEX,ENSG00000173465,1
FAM89B,GEX,ENSG00000176973,1
EHBP1L1,GEX,ENSG00000173442,1
MAP3K11,GEX,ENSG00000173327,1
PCNX3,GEX,ENSG00000197136,1
SIPA1,GEX,ENSG00000213445,1
RELA,GEX,ENSG00000173039,1
RELA-DT,GEX,ENSG00000285533,0
KAT5,GEX,ENSG00000172977,1
RNASEH2C,GEX,ENSG00000172922,1
AP5B1,GEX,ENSG00000254470,1
CFL1,GEX,ENSG00000172757,1
SNX32,GEX,ENSG00000172803,1
MUS81,GEX,ENSG00000172732,1
CTSW,GEX,ENSG00000172543,1
FIBP,GEX,ENSG00000172500,1
CCDC85B,GEX,ENSG00000175602,1
FOSL1,GEX,ENSG00000175592,1
C11orf68,GEX,ENSG00000175573,1
DRAP1,GEX,ENSG00000175550,1
SART1,GEX,ENSG00000175467,1
EIF1AD,GEX,ENSG00000175376,1
BANF1,GEX,ENSG00000175334,1
SF3B2,GEX,ENSG00000087365,1
PACS1,GEX,ENSG00000175115,1
KLC2,GEX,ENSG00000174996,1
RAB1B,GEX,ENSG00000174903,1
YIF1A,GEX,ENSG00000174851,1
BRMS1,GEX,ENSG00000174744,1
AP001107.9,GEX,ENSG00000255468,0
SLC29A2,GEX,ENSG00000174669,1
MRPL11,GEX,ENSG00000174547,1
DPP3,GEX,ENSG00000254986,1
BBS1,GEX,ENSG00000174483,1
AP002748.6,GEX,ENSG00000286688,0
ZDHHC24,GEX,ENSG00000174165,1
CTSF,GEX,ENSG00000174080,1
CCS,GEX,ENSG00000173992,1
RBM14,GEX,ENSG00000239306,1
RBM4,GEX,ENSG00000173933,1
RBM4B,GEX,ENSG00000173914,1
SPTBN2,GEX,ENSG00000173898,1
C11orf80,GEX,ENSG00000173715,1
RCE1,GEX,ENSG00000173653,1
PC,GEX,ENSG00000173599,1
LRFN4,GEX,ENSG00000173621,1
KDM2A,GEX,ENSG00000173120,1
GRK2,GEX,ENSG00000173020,1
ANKRD13D,GEX,ENSG00000172932,1
SSH3,GEX,ENSG00000172830,1
RAD9A,GEX,ENSG00000172613,1
POLD4,GEX,ENSG00000175482,1
CLCF1,GEX,ENSG00000175505,1
PPP1CA,GEX,ENSG00000172531,1
TBC1D10C,GEX,ENSG00000175463,1
CARNS1,GEX,ENSG00000172508,1
RPS6KB2,GEX,ENSG00000175634,1
CORO1B,GEX,ENSG00000172725,1
CABP4,GEX,ENSG00000175544,1
TMEM134,GEX,ENSG00000172663,1
AIP,GEX,ENSG00000110711,1
PITPNM1,GEX,ENSG00000110697,1
CDK2AP2,GEX,ENSG00000167797,1
GSTP1,GEX,ENSG00000084207,1
NDUFV1,GEX,ENSG00000167792,1
UNC93B1,GEX,ENSG00000110057,1
ALDH3B1,GEX,ENSG00000006534,1
NDUFS8,GEX,ENSG00000110717,1
TCIRG1,GEX,ENSG00000110719,1
AP002807.1,GEX,ENSG00000255031,0
CHKA,GEX,ENSG00000110721,1
KMT5B,GEX,ENSG00000110066,1
C11orf24,GEX,ENSG00000171067,1
LRP5,GEX,ENSG00000162337,1
PPP6R3,GEX,ENSG00000110075,1
